timestamp,hour,iso_date,pretty_date,pretty_time,day_of_week,worm_length,path_range,strain,allele
201001141135,11.5833333333,2010-01-14,"January 14th, 2010",11:01,4,1097.58,1299.6,VC2324,ok3056
201001141135,11.5833333333,2010-01-14,"January 14th, 2010",11:01,4,1192.2,2045.69,VC2324,ok3056
201001141135,11.5833333333,2010-01-14,"January 14th, 2010",11:01,4,1023.42,2391.26,VC2324,ok3056
201001141135,11.5833333333,2010-01-14,"January 14th, 2010",11:01,4,1177.28,360.309,VC2324,ok3056
201001141136,11.6000000000,2010-01-14,"January 14th, 2010",11:01,4,1226.88,2466.33,VC2324,ok3056
201001141137,11.6166666667,2010-01-14,"January 14th, 2010",11:01,4,1026.18,2561.13,VC2324,ok3056
201001141155,11.9166666667,2010-01-14,"January 14th, 2010",11:01,4,1162.11,1006.13,RB1990,ok2625
201001141156,11.9333333333,2010-01-14,"January 14th, 2010",11:01,4,1140.82,395.05,RB1990,ok2625
201001141156,11.9333333333,2010-01-14,"January 14th, 2010",11:01,4,1143.61,486.199,RB1990,ok2625
201001141156,11.9333333333,2010-01-14,"January 14th, 2010",11:01,4,1211.14,589.17,RB1990,ok2625
201001141157,11.9500000000,2010-01-14,"January 14th, 2010",11:01,4,1077.36,440.913,RB1990,ok2625
201001141158,11.9666666667,2010-01-14,"January 14th, 2010",11:01,4,1155.29,1312.1,RB1990,ok2625
201001141214,12.2333333333,2010-01-14,"January 14th, 2010",12:01,4,1013.57,2893.14,VC1982,gk1016
201001141215,12.2500000000,2010-01-14,"January 14th, 2010",12:01,4,1181.85,3896.0,VC1982,gk1016
201001141215,12.2500000000,2010-01-14,"January 14th, 2010",12:01,4,1223.14,2223.78,VC1982,gk1016
201001141215,12.2500000000,2010-01-14,"January 14th, 2010",12:01,4,1125.4,1752.51,VC1982,gk1016
201001141215,12.2500000000,2010-01-14,"January 14th, 2010",12:01,4,1192.53,732.418,VC1982,gk1016
201001141216,12.2666666667,2010-01-14,"January 14th, 2010",12:01,4,1237.95,2447.3,VC1982,gk1016
201001141217,12.2833333333,2010-01-14,"January 14th, 2010",12:01,4,1249.6,1658.47,VC1982,gk1016
201001141234,12.5666666667,2010-01-14,"January 14th, 2010",12:01,4,1263.34,2958.97,RB2275,ok3085
201001141234,12.5666666667,2010-01-14,"January 14th, 2010",12:01,4,1217.68,1492.02,RB2275,ok3085
201001141234,12.5666666667,2010-01-14,"January 14th, 2010",12:01,4,1265.32,3095.44,RB2275,ok3085
201001141235,12.5833333333,2010-01-14,"January 14th, 2010",12:01,4,1155.42,3589.52,RB2275,ok3085
201001141235,12.5833333333,2010-01-14,"January 14th, 2010",12:01,4,1241.42,3681.45,RB2275,ok3085
201001141236,12.6000000000,2010-01-14,"January 14th, 2010",12:01,4,1224.55,3297.89,RB2275,ok3085
201001141254,12.9000000000,2010-01-14,"January 14th, 2010",12:01,4,1146.81,1567.15,NY7,yn2
201001141254,12.9000000000,2010-01-14,"January 14th, 2010",12:01,4,1166.9,3101.63,NY7,yn2
201001141254,12.9000000000,2010-01-14,"January 14th, 2010",12:01,4,1093.66,3205.18,NY7,yn2
201001141254,12.9000000000,2010-01-14,"January 14th, 2010",12:01,4,1008.11,446.485,NY7,yn2
201001141255,12.9166666667,2010-01-14,"January 14th, 2010",12:01,4,1121.96,400.571,NY7,yn2
201001141256,12.9333333333,2010-01-14,"January 14th, 2010",12:01,4,1255.97,3124.39,NY7,yn2
201001141311,13.1833333333,2010-01-14,"January 14th, 2010",13:01,4,1125.98,3107.19,FX2706,tm2706
201001141311,13.1833333333,2010-01-14,"January 14th, 2010",13:01,4,1115.04,3454.57,FX2706,tm2706
201001141311,13.1833333333,2010-01-14,"January 14th, 2010",13:01,4,1135.67,3207.53,FX2706,tm2706
201001141312,13.2000000000,2010-01-14,"January 14th, 2010",13:01,4,1144.52,3424.48,FX2706,tm2706
201001141313,13.2166666667,2010-01-14,"January 14th, 2010",13:01,4,1225.28,3702.76,FX2706,tm2706
201001141313,13.2166666667,2010-01-14,"January 14th, 2010",13:01,4,1286.5,3343.62,FX2706,tm2706
201001141313,13.2166666667,2010-01-14,"January 14th, 2010",13:01,4,1125.97,653.055,FX2706,tm2706
201601141518,15.3000000000,2016-01-14,"January 14th, 2016",15:01,4,957.602,650.364,-N/A-,-N/A-
201601141518,15.3000000000,2016-01-14,"January 14th, 2016",15:01,4,934.972,703.678,-N/A-,-N/A-
201601141520,15.3333333333,2016-01-14,"January 14th, 2016",15:01,4,1115.19,320.609,N2,-N/A-
201601141538,15.6333333333,2016-01-14,"January 14th, 2016",15:01,4,1022.37,299.387,-N/A-,-N/A-
201601141539,15.6500000000,2016-01-14,"January 14th, 2016",15:01,4,1136.94,1061.76,N2,-N/A-
201601141539,15.6500000000,2016-01-14,"January 14th, 2016",15:01,4,974.994,977.493,-N/A-,-N/A-
201601141600,16.0000000000,2016-01-14,"January 14th, 2016",16:01,4,1008.8,768.338,-N/A-,-N/A-
201601141600,16.0000000000,2016-01-14,"January 14th, 2016",16:01,4,1027.68,1176.53,-N/A-,-N/A-
201601141600,16.0000000000,2016-01-14,"January 14th, 2016",16:01,4,1033.58,1251.22,-N/A-,-N/A-
201601141616,16.2666666667,2016-01-14,"January 14th, 2016",16:01,4,1002.0,2656.49,-N/A-,-N/A-
201601141616,16.2666666667,2016-01-14,"January 14th, 2016",16:01,4,1125.88,1857.23,N2,-N/A-
201601141617,16.2833333333,2016-01-14,"January 14th, 2016",16:01,4,1063.82,507.867,-N/A-,-N/A-
201001151020,10.3333333333,2010-01-15,"January 15th, 2010",10:01,5,1146.47,313.752,NY7,yn2
201001151021,10.3500000000,2010-01-15,"January 15th, 2010",10:01,5,1046.59,452.437,NY7,yn2
201001151021,10.3500000000,2010-01-15,"January 15th, 2010",10:01,5,1146.38,723.094,NY7,yn2
201001151021,10.3500000000,2010-01-15,"January 15th, 2010",10:01,5,1140.37,521.656,NY7,yn2
201001151021,10.3500000000,2010-01-15,"January 15th, 2010",10:01,5,1114.06,2159.3,NY7,yn2
201001151022,10.3666666667,2010-01-15,"January 15th, 2010",10:01,5,1163.76,376.313,NY7,yn2
201001151022,10.3666666667,2010-01-15,"January 15th, 2010",10:01,5,1088.07,1572.26,NY7,yn2
201001151023,10.3833333333,2010-01-15,"January 15th, 2010",10:01,5,1150.66,840.285,NY7,yn2
201001151041,10.6833333333,2010-01-15,"January 15th, 2010",10:01,5,1147.25,1815.41,NY7,yn2
201001151041,10.6833333333,2010-01-15,"January 15th, 2010",10:01,5,1120.45,2035.74,NY7,yn2
201001151041,10.6833333333,2010-01-15,"January 15th, 2010",10:01,5,1150.36,634.23,NY7,yn2
201001151041,10.6833333333,2010-01-15,"January 15th, 2010",10:01,5,1114.73,1015.23,NY7,yn2
201001151042,10.7000000000,2010-01-15,"January 15th, 2010",10:01,5,1090.04,2059.79,NY7,yn2
201001151042,10.7000000000,2010-01-15,"January 15th, 2010",10:01,5,1110.58,252.314,NY7,yn2
201001151043,10.7166666667,2010-01-15,"January 15th, 2010",10:01,5,1094.91,2673.36,NY7,yn2
201601151620,16.3333333333,2016-01-15,"January 15th, 2016",16:01,5,1050.65,977.486,-N/A-,-N/A-
201601151620,16.3333333333,2016-01-15,"January 15th, 2016",16:01,5,1097.21,422.807,N2,-N/A-
201601151621,16.3500000000,2016-01-15,"January 15th, 2016",16:01,5,994.834,941.116,-N/A-,-N/A-
201601151640,16.6666666667,2016-01-15,"January 15th, 2016",16:01,5,1128.27,1865.62,-N/A-,-N/A-
201601151640,16.6666666667,2016-01-15,"January 15th, 2016",16:01,5,1000.62,161.582,-N/A-,-N/A-
201601151640,16.6666666667,2016-01-15,"January 15th, 2016",16:01,5,1002.88,1423.89,-N/A-,-N/A-
201601151700,17.0000000000,2016-01-15,"January 15th, 2016",17:01,5,1040.51,858.214,-N/A-,-N/A-
201601151701,17.0166666667,2016-01-15,"January 15th, 2016",17:01,5,925.056,2897.94,-N/A-,-N/A-
201601151701,17.0166666667,2016-01-15,"January 15th, 2016",17:01,5,1104.37,2549.68,N2,-N/A-
201601151721,17.3500000000,2016-01-15,"January 15th, 2016",17:01,5,1116.17,1045.2,N2,-N/A-
201601151722,17.3666666667,2016-01-15,"January 15th, 2016",17:01,5,1058.11,190.402,-N/A-,-N/A-
201101181117,11.2833333333,2011-01-18,"January 18th, 2011",11:01,2,1235.95,3594.57,VC2497,ok3265
201101181156,11.9333333333,2011-01-18,"January 18th, 2011",11:01,2,1406.51,3190.16,RB1816,ok2349
201101181221,12.3500000000,2011-01-18,"January 18th, 2011",12:01,2,1203.42,765.158,MT8504,md176
201101181240,12.6666666667,2011-01-18,"January 18th, 2011",12:01,2,1150.47,3776.36,FX1583,tm1583
201101181300,13.0000000000,2011-01-18,"January 18th, 2011",13:01,2,1150.38,3186.52,N2,-N/A-
201101181436,14.6000000000,2011-01-18,"January 18th, 2011",14:01,2,1199.9,4414.1,DA1674,ad1674
201101181501,15.0166666667,2011-01-18,"January 18th, 2011",15:01,2,1211.92,2105.63,FX1498,tm1498
201001191022,10.3666666667,2010-01-19,"January 19th, 2010",10:01,2,1114.13,957.073,RB2188,ok2964
201001191023,10.3833333333,2010-01-19,"January 19th, 2010",10:01,2,1142.19,3688.83,RB2188,ok2964
201001191023,10.3833333333,2010-01-19,"January 19th, 2010",10:01,2,1157.56,2560.01,RB2188,ok2964
201001191023,10.3833333333,2010-01-19,"January 19th, 2010",10:01,2,1114.56,1045.36,RB2188,ok2964
201001191024,10.4000000000,2010-01-19,"January 19th, 2010",10:01,2,1080.47,3109.64,RB2188,ok2964
201001191025,10.4166666667,2010-01-19,"January 19th, 2010",10:01,2,1179.13,1134.81,RB2188,ok2964
201001191044,10.7333333333,2010-01-19,"January 19th, 2010",10:01,2,1176.04,634.537,AX1410,db99
201001191044,10.7333333333,2010-01-19,"January 19th, 2010",10:01,2,1246.5,1803.17,AX1410,db99
201001191044,10.7333333333,2010-01-19,"January 19th, 2010",10:01,2,1193.9,1728.87,AX1410,db99
201001191045,10.7500000000,2010-01-19,"January 19th, 2010",10:01,2,1166.82,2928.98,AX1410,db99
201001191045,10.7500000000,2010-01-19,"January 19th, 2010",10:01,2,1155.05,2849.22,AX1410,db99
201001191046,10.7666666667,2010-01-19,"January 19th, 2010",10:01,2,1197.0,2925.19,AX1410,db99
201001191046,10.7666666667,2010-01-19,"January 19th, 2010",10:01,2,1152.91,2245.86,AX1410,db99
201001191103,11.0500000000,2010-01-19,"January 19th, 2010",11:01,2,1138.59,1798.82,RB2575,ok3587
201001191104,11.0666666667,2010-01-19,"January 19th, 2010",11:01,2,1201.92,1915.7,RB2575,ok3587
201001191104,11.0666666667,2010-01-19,"January 19th, 2010",11:01,2,1158.5,3102.67,RB2575,ok3587
201001191104,11.0666666667,2010-01-19,"January 19th, 2010",11:01,2,981.967,1719.52,RB2575,ok3587
